duration,bar,position,pitch,velocity
0.10000000000000142,0,0,60,90
0.09999999999999787,0,1,60,90
0.09999999999999787,0,2,60,90
0.10000000000000142,0,3,60,90
0.09999999999999787,0,4,60,90
0.09999999999999787,0,5,60,90
0.09999999999999787,0,6,60,90
0.10000000000000142,0,7,60,90
0.10000000000000142,0,8,60,90
0.10000000000000142,0,9,60,90
0.10000000000000142,0,10,60,90
0.10000000000000142,0,11,60,90
0.09999999999999787,0,12,60,90
0.09999999999999787,0,13,60,90
0.10000000000000142,0,14,60,90
0.10000000000000142,0,15,60,90
0.10000000000000142,1,0,60,90
0.10000000000000142,1,1,60,90
0.10000000000000142,1,2,60,90
0.10000000000000142,1,3,60,90
0.10000000000000142,1,4,60,90
0.10000000000000142,1,5,60,90
0.10000000000000142,1,6,60,90
0.10000000000000142,1,7,60,90
0.10000000000000142,1,8,60,90
0.10000000000000142,1,9,60,90
0.10000000000000142,1,10,60,90
0.10000000000000142,1,11,60,90
0.10000000000000142,1,12,60,90
0.09999999999999432,1,13,60,90
0.10000000000000142,1,14,60,90
0.10000000000000142,1,15,60,90
0.10000000000000142,2,0,60,90
0.10000000000000142,2,1,60,90
0.10000000000000142,2,2,60,90
0.10000000000000142,2,3,60,90
0.10000000000000142,2,4,60,90
0.10000000000000142,2,5,60,90
0.10000000000000142,2,6,60,90
0.10000000000000142,2,7,60,90
0.10000000000000142,2,8,60,90
0.10000000000000142,2,9,60,90
0.09999999999999432,2,10,60,90
0.09999999999999432,2,11,60,90
0.05681818181817988,2,12,60,90
0.10000000000000142,2,13,60,90
0.10000000000000142,2,14,60,90
0.09999999999999432,2,15,60,90
0.09999999999999432,3,0,60,90
0.10000000000000853,3,1,60,90
0.09999999999999432,3,2,60,90
0.09999999999999432,3,3,60,90
0.09999999999999432,3,4,60,90
0.09999999999999432,3,5,60,90
0.10000000000000853,3,6,60,90
0.09999999999999432,3,7,60,90
0.09999999999999432,3,8,60,90
0.10000000000000853,3,9,60,90
0.09999999999999432,3,10,60,90
0.10000000000000853,3,11,60,90
0.09999999999999432,3,12,60,90
0.09999999999999432,3,13,60,90
0.01590909090909065,3,14,60,90
0.09999999999999432,3,15,60,90
0.10000000000000853,4,0,60,90
0.09999999999999432,4,1,60,90
0.09999999999999432,4,2,60,90
0.09999999999999432,4,3,60,90
0.10000000000000853,4,4,60,90
0.09999999999999432,4,5,60,90
0.10000000000000853,4,6,60,90
0.09999999999999432,4,7,60,90
0.10000000000000853,4,8,60,90
0.09999999999999432,4,9,60,90
0.10000000000000853,4,10,60,90
0.09999999999999432,4,11,60,90
0.10000000000000853,4,12,60,90
0.10000000000000853,4,13,60,90
0.10000000000000853,4,14,60,90
0.09999999999999432,4,15,60,90
0.10000000000000853,5,0,60,90
0.09999999999999432,5,1,60,90
0.10000000000000853,5,2,60,90
0.09999999999999432,5,3,60,90
0.10000000000000853,5,4,60,90
0.10000000000000853,5,5,60,90
0.09999999999999432,5,6,60,90
0.09999999999999432,5,7,60,90
0.09999999999999432,5,8,60,90
0.10000000000000853,5,9,60,90
0.09999999999999432,5,10,60,90
0.09999999999999432,5,11,60,90
0.09999999999999432,5,12,60,90
0.10000000000000853,5,13,60,90
0.10000000000000853,5,14,60,90
0.10000000000000853,5,15,60,90
0.09999999999999432,6,0,60,90
0.09999999999999432,6,1,60,90
0.10000000000000853,6,2,60,90
0.10000000000000853,6,3,60,90
0.09999999999999432,6,4,60,90
0.09999999999999432,6,5,60,90
0.09999999999999432,6,6,60,90
0.10000000000000853,6,7,60,90
0.09999999999999432,6,8,60,90
0.09999999999999432,6,9,60,90
0.09999999999999432,6,10,60,90
0.10000000000000853,6,11,60,90
0.09999999999999432,6,12,60,90
0.09999999999999432,6,13,60,90
0.09999999999999432,6,14,60,90
0.09999999999999432,6,15,60,90
0.09999999999999432,7,0,60,90
0.09999999999999432,7,1,60,90
0.10000000000000853,7,2,60,90
0.09999999999999432,7,3,60,90
0.10000000000000853,7,4,60,90
0.10000000000000853,7,5,60,90
0.10000000000000853,7,6,60,90
0.09999999999999432,7,7,60,90
0.09999999999999432,7,8,60,90
0.09999999999999432,7,9,60,90
0.09999999999999432,7,10,60,90
0.10000000000000853,7,11,60,90
0.09999999999999432,7,12,60,90
0.10000000000002274,7,13,60,90
0.10000000000002274,7,14,60,90
0.09999999999999432,7,15,60,90
0.09999999999999432,8,0,60,90
0.09999999999999432,8,1,60,90
0.10000000000002274,8,2,60,90
0.09999999999999432,8,3,60,90
0.09999999999999432,8,4,60,90
0.09999999999999432,8,5,60,90
0.09999999999999432,8,6,60,90
0.09999999999999432,8,7,60,90
0.09999999999999432,8,8,60,90
0.09999999999999432,8,9,60,90
0.09999999999999432,8,10,60,90
0.09999999999999432,8,11,60,90
0.10000000000002274,8,12,60,90
0.09999999999999432,8,13,60,90
0.10000000000002274,8,14,60,90
0.09999999999999432,8,15,60,90
0.09999999999999432,9,0,60,90
0.09999999999999432,9,1,60,90
0.09999999999999432,9,2,60,90
0.10000000000002274,9,3,60,90
0.09999999999999432,9,4,60,90
0.09999999999999432,9,5,60,90
0.09999999999999432,9,6,60,90
0.09999999999999432,9,7,60,90
0.09999999999999432,9,8,60,90
0.09999999999999432,9,9,60,90
0.09999999999999432,9,10,60,90
0.09999999999999432,9,11,60,90
0.09999999999999432,9,12,60,90
0.10000000000002274,9,13,60,90
0.09999999999999432,9,14,60,90
0.09999999999999432,9,15,60,90
0.09999999999999432,10,0,60,90
0.09999999999999432,10,1,60,90
0.09999999999999432,10,2,60,90
0.03636363636363171,10,3,60,90
0.09999999999999432,10,4,60,90
0.09999999999999432,10,5,60,90
0.09999999999999432,10,6,60,90
0.09999999999999432,10,7,60,90
0.004545454545450411,10,8,60,90
0.024999999999977263,10,9,60,90
0.09999999999999432,10,10,60,90
0.10000000000002274,10,11,60,90
0.10000000000002274,10,12,60,90
0.09999999999999432,10,13,60,90
0.09999999999999432,10,14,60,90
0.09999999999999432,10,15,60,90
0.09999999999999432,11,0,60,90
0.09999999999999432,11,1,60,90
0.09999999999999432,11,2,60,90
0.09999999999999432,11,3,60,90
0.09999999999999432,11,4,60,90
0.09999999999999432,11,5,60,90
0.05909090909091219,11,6,60,90
0.09999999999999432,11,7,60,90
0.025000000000005684,11,8,60,90
0.10000000000002274,11,9,60,90
0.09999999999999432,11,10,60,90
0.09999999999999432,11,11,60,90
0.03636363636363171,11,12,60,90
0.09999999999999432,11,13,60,90
0.10000000000000142,11,14,60,90
0.09999999999999787,11,15,60,90
0.10000000000000142,12,0,60,90
0.09999999999999787,12,1,60,90
0.10000000000000142,12,2,60,90
0.10000000000000142,12,3,60,90
0.09999999999999787,12,4,60,90
0.09999999999999787,12,5,60,90
0.09999999999999787,12,6,60,90
0.09999999999999787,12,7,60,90
0.09999999999999787,12,8,60,90
0.09999999999999787,12,9,60,90
0.10000000000000142,12,10,60,90
0.10000000000000142,12,11,60,90
0.10000000000000142,12,12,60,90
0.10000000000000142,12,13,60,90
0.10000000000000142,12,14,60,90
0.10000000000000142,12,15,60,90
0.10000000000000142,13,0,60,90
0.09999999999999787,13,1,60,90
0.09999999999999787,13,2,60,90
0.10000000000000142,13,3,60,90
0.09999999999999787,13,4,60,90
0.09999999999999787,13,5,60,90
0.10000000000000142,13,6,60,90
0.09999999999999432,13,7,60,90
0.09999999999999432,13,8,60,90
0.10000000000000142,13,9,60,90
0.10000000000000142,13,10,60,90
0.10000000000000142,13,11,60,90
0.10000000000000142,13,12,60,90
0.10000000000000142,13,13,60,90
0.09999999999999432,13,14,60,90
0.10000000000000142,13,15,60,90
0.09999999999999432,14,0,60,90
0.10000000000000142,14,1,60,90
0.10000000000000142,14,2,60,90
0.10000000000000142,14,3,60,90
0.10000000000000142,14,4,60,90
0.10000000000000142,14,5,60,90
0.10000000000000142,14,6,60,90
0.10000000000000142,14,7,60,90
0.10000000000000142,14,8,60,90
0.10000000000000142,14,9,60,90
0.10000000000000142,14,10,60,90
0.10000000000000142,14,11,60,90
0.10000000000000142,14,12,60,90
0.10000000000000142,14,13,60,90
0.09999999999999432,14,14,60,90
0.10000000000000142,14,15,60,90
0.10000000000000142,15,0,60,90
0.10000000000000142,15,1,60,90
0.09999999999999432,15,2,60,90
0.09999999999999432,15,3,60,90
0.10000000000000142,15,4,60,90
0.09999999999999432,15,5,60,90
0.10000000000000142,15,6,60,90
0.10000000000000142,15,7,60,90
0.10000000000000142,15,8,60,90
0.10000000000000142,15,9,60,90
0.10000000000000142,15,10,60,90
0.10000000000000142,15,11,60,90
0.10000000000000142,15,12,60,90
0.10000000000000142,15,13,60,90
0.10000000000000142,15,14,60,90
0.10000000000000142,15,15,60,90
0.10000000000000142,16,0,60,90
0.10000000000000142,16,1,60,90
0.09999999999999432,16,2,60,90
0.09999999999999432,16,3,60,90
0.09999999999999432,16,4,60,90
0.10000000000000142,16,5,60,90
0.10000000000000142,16,6,60,90
0.09999999999999432,16,7,60,90
0.10000000000000142,16,8,60,90
0.10000000000000142,16,9,60,90
0.10000000000000142,16,10,60,90
0.10000000000000142,16,11,60,90
0.10000000000000142,16,12,60,90
0.10000000000000142,16,13,60,90
0.10000000000000142,16,14,60,90
0.10000000000000142,16,15,60,90
0.10000000000000142,17,0,60,90
0.10000000000000142,17,1,60,90
0.10000000000000142,17,2,60,90
0.10000000000000142,17,3,60,90
0.10000000000000142,17,4,60,90
0.10000000000000142,17,5,60,90
0.10000000000000142,17,6,60,90
0.10000000000000142,17,7,60,90
0.10000000000000142,17,8,60,90
0.10000000000000142,17,9,60,90
0.10000000000000142,17,10,60,90
0.09999999999999432,17,11,60,90
0.10000000000000142,17,12,60,90
0.10000000000000142,17,13,60,90
0.10000000000000142,17,14,60,90
0.10000000000000142,17,15,60,90
0.10000000000000142,18,0,60,90
0.10000000000000142,18,1,60,90
0.10000000000000142,18,2,60,90
0.10000000000000142,18,3,60,90
0.10000000000000142,18,4,60,90
0.10000000000000142,18,5,60,90
0.10000000000000142,18,6,60,90
0.10000000000000142,18,7,60,90
0.10000000000000142,18,8,60,90
0.10000000000000142,18,9,60,90
0.10000000000000142,18,10,60,90
0.09999999999999432,18,11,60,90
0.10000000000000142,18,12,60,90
0.09999999999999432,18,13,60,90
0.10000000000000142,18,14,60,90
0.09999999999999432,18,15,60,90
0.10000000000000142,19,0,60,90
0.10000000000000142,19,1,60,90
0.10000000000000142,19,2,60,90
0.10000000000000142,19,3,60,90
0.10000000000000142,19,4,60,90
0.10000000000000142,19,5,60,90
0.10000000000000142,19,6,60,90
0.10000000000000142,19,7,60,90
0.10000000000000142,19,8,60,90
0.10000000000000142,19,9,60,90
0.10000000000000142,19,10,60,90
0.10000000000000142,19,11,60,90
0.10000000000000142,19,12,60,90
0.10000000000000142,19,13,60,90
0.10000000000000142,19,14,60,90
0.09999999999999432,19,15,60,90
0.10000000000000142,20,0,60,90
0.10000000000000142,20,1,60,90
0.09999999999999432,20,2,60,90
0.10000000000000142,20,3,60,90
0.10000000000000142,20,4,60,90
0.10000000000000142,20,5,60,90
